seniorcitizen,tenure,monthlycharges,gender_male,partner_yes,dependents_yes,phoneservice_yes,multiplelines_yes,internetservice_fiber_optic,internetservice_no,onlinesecurity_yes,onlinebackup_yes,deviceprotection_yes,techsupport_yes,streamingtv_yes,streamingmovies_yes,contract_one_year,contract_two_year,paperlessbilling_yes,paymentmethod_credit_card_(automatic),paymentmethod_electronic_check,paymentmethod_mailed_check,paymentmethod_credit_card
1,-0.9524159804281033,1.1408474602976286,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,,0,0,1.0
0,-0.8306817556605175,0.30422402187073466,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,,1,0,0.0
0,0.06203589263511127,0.4050817881633048,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,,0,0,0.0
0,0.67070701647304,1.187142828431923,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,,0,1,0.0
0,-1.1958844299632747,-0.48114383040747644,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
0,-0.9929940553506318,-0.5142119505034011,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0.0
0,-1.0335721302731604,0.47452484036474646,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,,1,0,0.0
0,-0.10027640705500306,-1.4963351173523636,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
0,1.6040027396911973,0.859768439482269,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,,0,0,1.0
0,-0.14085448197753164,-1.4864146813235863,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
0,-1.277040579808332,-1.5012953353667524,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1.0
1,-0.790103680737989,1.0548703480482242,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,,1,0,0.0
0,1.3605342901560258,-1.4748408392900125,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,,1,0,0.0
1,-1.1147282801182177,0.214940097611738,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,0,1,0.0
1,1.3605342901560258,1.5095569993671885,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,,0,0,1.0
0,-0.14085448197753164,-1.491374899337975,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,1.2793781403109687,0.7093084930458119,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,1.0
1,0.4272385669378685,1.4285401051321733,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,,0,0,1.0
0,-0.5872133061253461,-1.4847612753187902,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,1.2793781403109687,0.6630131249115171,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,,0,0,1.0
0,-1.2364625048858033,0.17691175950142443,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,1,0,0.0
0,1.3199562152334972,0.8796093115398236,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,,0,0,0.0
0,-1.155306355040746,0.3439057659858439,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,0.0
1,0.7112850913955685,1.448380977189728,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,,0,0,0.0
0,0.5083947167829257,-1.3045400207960005,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
0,-0.2220106318225888,-1.5012953353667524,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0.0
0,0.7518631663180971,0.4530305623023957,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,,0,0,1.0
0,0.9953316158532686,-0.8481999634722402,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,1,0,0.0
0,1.6040027396911973,1.6219886076933325,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,,1,0,0.0
0,-0.8712598305830461,-0.001656089016568496,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,,0,0,1.0
0,-0.9118379055055746,-1.2979263967768155,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,,0,0,0.0
0,1.441690440001083,1.1689553623791644,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,,1,0,0.0
0,0.67070701647304,1.006921573909134,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,,0,0,0.0
0,1.5634246647686687,-0.22155908765446772,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,,0,0,0.0
0,1.1982219904659115,1.4103526390794143,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,,0,0,0.0
0,0.06203589263511127,0.654746094887536,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,,0,1,0.0
0,0.2243481923252256,0.5075929604606711,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,,0,0,1.0
0,-1.277040579808332,-1.3161138628295743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,1.2388000653884401,1.484755909295245,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,,0,0,1.0
1,-1.277040579808332,0.32241148792349317,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-0.38432293151270314,-0.2562806137551885,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,,0,0,1.0
1,-1.1147282801182177,-0.16699668949619206,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,,0,0,1.0
0,-0.8712598305830461,1.2251711665422365,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,,1,0,0.0
1,0.9141754660082114,1.6087613596549624,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,,1,0,0.0
0,-0.4249010064352317,-1.478147651299605,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,0.0
0,-0.7089475308929317,-0.32241685394703784,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,,0,0,1.0
0,1.2388000653884401,0.7192289290745891,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,,0,0,0.0
0,-0.7495256058154603,-1.5029487413715485,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,,0,1,0.0
0,0.3866604920153399,1.4335003231465617,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,,1,0,0.0
0,-1.2364625048858033,-0.5191721685177897,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,,1,0,0.0
0,-0.790103680737989,-0.380286064114906,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,0,1,0.0
0,1.2793781403109687,-1.4798010573044011,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
1,0.67070701647304,0.5423144865613919,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,,0,0,1.0
0,1.1576439155433829,1.2681597226669385,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,,0,0,0.0
0,-0.5466352312028174,-0.32903047796622287,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,,0,0,1.0
1,-0.30316678166764593,0.14384363940549977,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
1,-0.5872133061253461,-0.5489334766041218,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,,1,0,0.0
1,0.3866604920153399,1.3309891508491956,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,,0,0,0.0
1,1.3605342901560258,0.47783165237433917,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,,0,0,1.0
1,-0.019120257209945892,1.1722621743887571,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,,1,0,0.0
0,-1.1958844299632747,-1.4731874332852164,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,-0.8306817556605175,0.5257804265134296,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,,0,0,0.0
0,-1.277040579808332,0.34721257799543664,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-1.074150205195689,0.1421902334007036,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,0,1,0.0
0,-0.5872133061253461,0.3455591719906405,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,,1,0,0.0
0,1.6040027396911973,0.7093084930458119,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,,0,0,0.0
1,-0.5060571562802889,0.8548082214678802,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,,1,0,0.0
1,1.3605342901560258,0.1950992255541829,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,,0,0,0.0
0,1.5634246647686687,1.1656485503695722,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,,0,0,1.0
1,1.441690440001083,-0.7605694452180397,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,,1,0,0.0
1,1.441690440001083,1.044949912019447,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,,0,0,1.0
0,-0.019120257209945892,1.4748354732664677,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,,0,0,0.0
0,-1.277040579808332,-0.6365639948583222,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,1.441690440001083,0.796939011300012,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,0.0
0,-0.5872133061253461,-0.8564669934962215,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,1,0,0.0
0,0.34608241709281135,0.1206959553383524,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,,1,0,0.0
1,0.95475354093074,1.3094948727868443,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,,0,0,0.0
0,1.1576439155433829,-0.11574110334750869,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,,0,0,0.0
0,0.5895508666279828,-1.4847612753187902,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
1,-0.6683694559704032,1.0317226639810773,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,,1,0,0.0
0,-0.059698332132474476,-0.17361031351537687,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.0
0,-1.1147282801182177,-0.47618361239308776,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0.0
0,-1.1147282801182177,-1.4814544633091975,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,-0.9929940553506318,-0.6448310248823034,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-0.5060571562802889,0.7952856052952159,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,,0,1,0.0
0,0.26492626724775414,-1.152426668354747,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1.0
1,-0.5060571562802889,0.9788136718275976,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,,1,0,0.0
0,-0.6277913810478746,-1.5046021473763447,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,1.0
0,-0.790103680737989,-1.1276255782828035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0.0
0,0.26492626724775414,-1.491374899337975,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,0.0
0,1.0359096907757972,0.6398654408443698,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,,1,0,0.0
0,-0.790103680737989,1.1838360164223307,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,,1,0,0.0
0,-0.30316678166764593,1.0168420099379112,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,,0,0,1.0
0,1.3605342901560258,1.1425008663024248,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,,1,0,0.0
0,-0.30316678166764593,-0.20998524562089405,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,,0,0,1.0
0,-0.38432293151270314,1.2929608127388819,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,,0,1,0.0
0,1.3199562152334972,1.5161706233863734,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,,0,0,1.0
0,1.3199562152334972,0.47783165237433917,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,,0,0,0.0
0,0.2243481923252256,-0.08763320126597292,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,,0,1,0.0
0,-0.6683694559704032,-1.4963351173523636,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,0,1,0.0
1,-0.7089475308929317,0.6828539969690718,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,,0,0,0.0
0,-0.6277913810478746,0.1669913234726471,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-0.9524159804281033,0.307530833880327,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,,0,0,1.0
0,-0.4249010064352317,0.9341717096980995,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,,0,1,0.0
0,-0.5872133061253461,-1.4930283053427713,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,0.0
0,0.5489727917054542,-0.2662010497839661,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,,0,1,0.0
1,0.95475354093074,1.155728114340795,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,,0,0,0.0
0,0.95475354093074,1.116046370225685,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,,1,0,0.0
0,-0.6277913810478746,-1.450039749218069,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1.0
0,-1.074150205195689,-1.3177672688343705,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
1,-0.6277913810478746,0.5853030426860943,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,,0,0,1.0
0,0.5489727917054542,-1.322727486848759,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
0,1.441690440001083,0.6530926888827399,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,,0,0,0.0
0,-0.7495256058154603,0.20005944356857178,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,0,0,1.0
0,0.5489727917054542,1.26319950465255,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,,1,0,0.0
0,-1.2364625048858033,0.48940549440791264,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,1,0,0.0
0,-0.9118379055055746,0.710961899050608,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,,1,0,0.0
0,-1.277040579808332,-1.4831078693139936,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,0,1,0.0
0,0.8735973910856829,-0.05291167516525187,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,,0,0,1.0
0,0.7924412412406258,0.667973342925906,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,,0,1,0.0
0,-1.155306355040746,0.7324561771129587,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,,0,1,0.0
0,1.441690440001083,-1.349181982925499,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,,0,0,0.0
0,-0.5872133061253461,-1.5112157713955297,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
1,1.1576439155433829,0.568768982638132,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,,1,0,0.0
0,0.5895508666279828,0.0016507229930237826,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,,0,1,0.0
0,1.2388000653884401,0.21659350361653412,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,,1,0,0.0
0,0.34608241709281135,-1.4649204032612353,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
0,-1.1958844299632747,-1.4847612753187902,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,,0,1,0.0
0,0.7112850913955685,-1.5079089593859372,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,,0,1,0.0
0,0.9953316158532686,-0.34060431999979657,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,,0,1,0.0
0,1.3199562152334972,0.20005944356857178,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,,0,0,0.0
0,0.5489727917054542,-1.4946817113475674,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,1.0
0,0.10261396755763985,1.1673019563743683,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,,1,0,0.0
1,-1.155306355040746,0.1454970454102959,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0.0
0,1.6040027396911973,1.660016945803646,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,,1,0,0.0
0,-1.1958844299632747,0.5208202084990412,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,,1,0,0.0
1,-0.5872133061253461,0.6778937789546833,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,,1,0,0.0
0,1.2388000653884401,1.493022939319226,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,,0,0,1.0
0,-1.2364625048858033,-1.4798010573044011,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
0,1.6040027396911973,-0.35548497404296253,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,,1,0,0.0
1,-1.2364625048858033,-0.33399069598061154,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,0,1,0.0
0,1.52284658984614,0.00826434701220881,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,,0,0,0.0
0,-1.155306355040746,-0.46460977035951406,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-0.9524159804281033,0.6067973207484451,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,,1,0,0.0
0,1.6040027396911973,-1.4533465612276615,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0.0
1,1.4822685149236117,-0.2777748918175397,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,,0,0,1.0
1,-0.9118379055055746,1.0052681679043372,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,,1,0,0.0
0,1.52284658984614,0.8333139434055293,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,1.0
0,-0.019120257209945892,0.8630752514918613,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,,0,0,0.0
0,-0.30316678166764593,-1.5178293954147148,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,-0.30316678166764593,-1.3111536448151857,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,,0,0,0.0
0,0.10261396755763985,0.17691175950142443,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-1.277040579808332,-1.469880621275624,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,1.441690440001083,1.7741019601345858,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,,0,1,0.0
0,-1.1958844299632747,-1.5161759894099185,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
0,-1.1958844299632747,-1.4946817113475674,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0.0
0,-0.9118379055055746,0.3240648939282893,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
1,-1.2364625048858033,0.9556659877604503,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,,1,0,0.0
0,-1.277040579808332,0.853154815463084,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,,1,0,0.0
0,-1.277040579808332,0.11738914332876012,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,1.6040027396911973,0.8184332893623631,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,,0,0,1.0
0,1.441690440001083,-1.2946195847672233,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,,0,0,1.0
0,-1.155306355040746,-1.4814544633091975,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,0.5489727917054542,1.304534654772456,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,,0,0,0.0
0,1.3605342901560258,1.26319950465255,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,,0,0,0.0
0,-0.7495256058154603,-1.4946817113475674,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
0,-0.6277913810478746,0.8085128533335859,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,,1,0,0.0
0,-0.14085448197753164,0.3058774278755308,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,1.6040027396911973,-0.004962901026161245,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,,0,0,1.0
0,1.6040027396911973,1.5045967813528,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,,0,0,0.0
0,-0.019120257209945892,-1.4682272152708278,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,0.0
0,1.2793781403109687,1.1309270242688514,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,,0,0,1.0
0,-0.4249010064352317,-0.2711612677983547,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,,0,0,0.0
0,1.52284658984614,-1.3161138628295743,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,,0,0,0.0
1,1.4822685149236117,1.5079035933623923,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,,0,1,0.0
0,-0.6277913810478746,0.859768439482269,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,,0,0,1.0
0,0.8330193161631543,-1.4798010573044011,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,1.0
0,0.5083947167829257,-0.3852462821292949,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,,0,0,1.0
0,0.7112850913955685,1.1656485503695722,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,,0,1,0.0
0,-1.277040579808332,0.20336625557816407,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,0.9141754660082114,-1.4963351173523636,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,1,0,0.0
0,-0.019120257209945892,0.47287143435995027,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,,1,0,0.0
0,-0.9929940553506318,-1.478147651299605,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
0,-0.9524159804281033,0.0016507229930237826,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,,0,1,0.0
0,-0.5872133061253461,1.1391940542928325,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,,1,0,0.0
0,-0.8712598305830461,-1.4864146813235863,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
0,-0.8712598305830461,0.046292685122521895,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,,1,0,0.0
0,1.2388000653884401,1.3161084968060293,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,,0,0,0.0
0,-0.4249010064352317,-0.5340528225609559,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,1.0
1,-0.059698332132474476,0.2843831498131796,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,,0,0,1.0
1,1.2793781403109687,0.9688932357988204,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,,1,0,0.0
0,1.3605342901560258,-1.4880680873283825,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,1.0
0,0.9141754660082114,-1.4864146813235863,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1.0
0,-1.277040579808332,0.9374785217076917,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,,1,0,0.0
1,1.2793781403109687,-1.3409149529015179,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,,0,0,0.0
0,-0.5060571562802889,0.18187197751581333,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-0.9929940553506318,-1.5012953353667524,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0.0
0,-1.277040579808332,-1.491374899337975,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-0.38432293151270314,0.5307406445278184,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,,1,0,0.0
0,-0.8306817556605175,-1.4963351173523636,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,-0.019120257209945892,0.6200245687868151,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,,0,0,1.0
0,0.06203589263511127,-0.07605935923239923,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,,1,0,0.0
0,-1.277040579808332,0.17856516550622056,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
1,0.8330193161631543,0.29265017983716074,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,,0,0,1.0
0,-0.26258870674511736,-0.3439111320093891,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,,0,0,1.0
0,-1.1958844299632747,-1.49798852335716,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,0,1,0.0
0,-0.38432293151270314,-1.4930283053427713,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
0,1.3605342901560258,1.3458698048923616,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,,0,0,0.0
0,1.6040027396911973,1.6815112238659968,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,,0,0,0.0
0,0.2243481923252256,0.10581530129518667,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,,0,0,1.0
0,0.6301289415505114,1.3607504589355275,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,,0,0,1.0
0,-0.5060571562802889,1.053216942043428,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,,0,1,0.0
0,1.2793781403109687,0.5406610805565958,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,,0,1,0.0
0,-1.277040579808332,0.6464790648635548,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,,1,0,0.0
0,1.1982219904659115,-0.3372975079902041,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,,0,0,1.0
1,1.6040027396911973,1.2466654446045877,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,,0,0,1.0
1,-1.0335721302731604,0.6481324708683509,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,,1,0,0.0
0,-0.5060571562802889,1.3524834289115462,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,,0,0,0.0
0,-1.277040579808332,-1.5029487413715485,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,0.34608241709281135,-1.4814544633091975,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
0,-0.34374485659017456,0.45137715629759906,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,,0,0,1.0
0,-1.277040579808332,-1.3524887949350914,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,,0,1,0.0
0,-0.4654790813577603,0.5092463664654673,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,1,0,0.0
